,Question Name, No.of Views, No.of answers, No.of Votes, Question id, Tags, Date 
5171,Is it safe to use gdebi instead of Ubuntu Software Center to install .deb files?,2000.0,3,17,10865, package-management deb gdebi,11/1/2010
5172,Cannot lock '/etc/group' in recovery mode,23000.0,1answer,16,84277, sudo recovery-mode,12/1/2011
5173,Skype 2.2.0.25 keeps switching off,3000.0,3,16,45278, skype,5/26/2011
5174,Abiword starts automatically each restart,4000.0,2,16,622220, startup 15.04,5/11/2015
5175,VirtualBox fails with Implementation of the USB 2.0 controller not found after upgrading,67000.0,3,16,453393, virtualbox,4/23/2014
5176,How to make a bootable ISO image from a bootable DVD?,28000.0,3,15,9304, iso,10/25/2010
5178,How to reset font size in ubuntu 14.04?,36000.0,2,15,500536, 14.04 unity fonts,7/21/2014
5179,Ubuntu 17.10 Multiple Timezone clocks [duplicate],6000.0,1answer,14,969069, 17.10 gnome-shell clock timezone,10/25/2017
5182,Compiz-like effects in Gnome shell?,31000.0,4,14,8276, gnome effects gnome-shell-extension,10/19/2010
5183,dual boot missing files on ntfs,5000.0,4,14,105958, dual-boot windows ntfs,2/20/2012
5184,Joystick acts as mouse; won't stop,14000.0,8,14,33672, 10.10 xorg input-devices gamepad joystick,4/5/2011
5185,Add bash script folder to path?,39000.0,3,14,97897, bash environment-variables,1/23/2012
5186,How to check which package created a user?,1000.0,2,14,857224, dpkg users user-management passwd,12/5/2016
5187,Remove the Anchor icon in Docky,27000.0,4,13,4942, dock customization docky,9/30/2010
5188,Convert Ubuntu Physical machine to Virtual machine,56000.0,3,13,308897, virtualbox virtualization,6/16/2013
5189,How can I send commands to specific terminal windows?,7000.0,1answer,13,641683, command-line bash scripts gnome-terminal,6/27/2015
5190,How to make X.org listen to remote connections on port 6000?,40000.0,3,13,34657, 10.10 networking xorg remote,4/12/2011
5191,How to increase Scrollback lines in Ubuntu(14.04.2) server edition?,2000.0,2,13,709697, command-line virtual-console,12/15/2015
5192,Failed to connect to socket /com/ubuntu/upstart: Connection refused: Errors were encountered while processing: runit [duplicate],85000.0,2,13,654951, 15.04 dpkg upstart runit,7/31/2015
5193,How to connect to L2TP over IPSec VPN?,37000.0,5,13,617785, vpn,5/3/2015
5194,How to get the correct battery status?,10000.0,2,13,100325, 11.10 battery,1/31/2012
5195,Kernel 4.10 in ubuntu 16.04.3 update,24000.0,2,13,944842, 16.04 kernel updates,8/10/2017
5196,Can I backup my entire Ubuntu installation to ISO DVD?,18000.0,3,13,30012, backup,3/12/2011
5197,How to enable natural scrolling with mouse in 17.04?,12000.0,6,13,904684, mouse-scroll 17.04,4/14/2017
5198,What is Canonical's LTS support policy for EOL software?,2000.0,1answer,13,318326, security policy,7/10/2013
5199,HDMI is not displayed in the Sound settings on Ubuntu 14.04 LTS,46000.0,5,13,472258, sound pulseaudio hdmi,5/26/2014
5200,lvmetad is not active yet; using direct activation during sysinit [duplicate],42000.0,1answer,12,769863, boot lubuntu lvm,5/9/2016
5201,Why doesn't right-click work on my desktop?,33000.0,5,12,142247, lightdm nautilus-elementary,5/25/2012
5202,ubuntu 16.04 gives X Error of failed request: BadValue (integer parameter out of range for operation) when running OpenGL programs,43000.0,5,12,893922, nvidia graphics xorg opengl,3/17/2017
5203,How to re-enable the systray (indicator panel) after latest updates,23000.0,3,12,612912, unity indicator panel system-tray,4/23/2015
5204,Why so many files in /usr/share/app-install/desktop?,3000.0,1answer,11,464807, lubuntu .desktop,5/12/2014
5205,How do I install Waterfox?,22000.0,2,11,935466, software-installation firefox browser,7/12/2017
5206,Weird pixelated white border. Ubuntu Xenial (16.04) [duplicate],4000.0,3,11,887933, drivers unity nvidia graphics,2/27/2017
5207,How do I theme the Nautilus background image?,8000.0,3,11,84130, nautilus themes customization gtk3,11/30/2011
5208,How do I install XULRunner since it's a requeriment for Pencil? [duplicate],24000.0,5,11,43517, software-installation xulrunner,5/17/2011
5209,Mount an ISO image in Wine?,27000.0,4,11,278912, wine mount iso,4/7/2013
5210,Run only parts of a script as sudo entering password only once,2000.0,2,11,585043, sudo scripts,2/13/2015
5211,How to enable guest account automatic login?,16000.0,4,11,95405, guest-session auto-login,1/14/2012
5212,Gnome 3 ppa was unstable until April 28th so is it ok now?,15000.0,3,10,37600, 11.04 ppa gnome,4/28/2011
5213,How to use Wi-Fi channels above 11?,7000.0,1answer,10,59310, wireless,8/30/2011
5214,Unlock screen in 14.04 without `gnome-screensaver-command`,8000.0,4,10,455926, 14.04 lock-screen gnome-screensaver,4/26/2014
5215,How can I have my VPN connect automatically when the wireless connects?,10000.0,3,10,86365, network-manager vpn,12/9/2011
5216,Ubuntu touchpad issues - mouse pointer jumps around,12000.0,5,10,894679, mouse touchpad mouse-pointer,3/19/2017
5217,How to View Windows Files on a Wubi install?,16000.0,3,10,113172, 11.10 windows wubi files,3/15/2012
5218,How to redirect a URL to a custom IP address?,43000.0,1answer,10,53523, networking internet dns,7/18/2011
5219,How do I get Ubuntu working on a Nexus 7 (2013)?,18000.0,1answer,10,326670, nexus-7,7/30/2013
5220,How to quickly and thoroughly use a LiveCD to test for hardware incompatibility?,2000.0,2,10,122445, hardware live-cd,4/16/2012
5221,Capturing ONLY desktop audio with ffmpeg,10000.0,2,10,682144, sound pulseaudio microphone ffmpeg,10/6/2015
5222,What are my options for sharing files between Windows & Ubuntu on the same network?,10000.0,7,10,24357, music sharing file-sharing stream crossplatform,2/1/2011
5223,Ubuntu 17.10 to 18.04 encrypted /home,3000.0,2,10,1024745, upgrade encryption 18.04,4/13/2018
5224,How can I mirror one of the screens in a 3-monitor setup?,6000.0,2,10,576870, multiple-monitors display monitor,1/23/2015
5225,Clean Install of Ubuntu won't boot [reboot and select proper boot device],19000.0,3,9,304144, boot,6/4/2013
5226,Something like 'KDE Present Windows' / 'Compiz Scale' / 'Mac OS X exposé' in Openbox / LXDE / Xfce?,3000.0,1answer,9,262433, lubuntu xfce lxde openbox,2/28/2013
5227,Steam not installing on Ubuntu 17.04,15000.0,1answer,9,905579, software-installation software-center steam,4/16/2017
5228,How to manually fix a partition table ?,54000.0,2,9,48717, partitioning dual-boot mbr,6/14/2011
5229,Libpng12 needed for 17.10,14000.0,4,9,966757, 17.10 libpng,10/20/2017
5230,How do I revert the Plymouth theme back to default after purging Kubuntu?,8000.0,2,9,113973, plymouth,3/18/2012
5231,How do I forward sound from one computer to another over the Lan?,11000.0,3,9,70556, sound pulseaudio lan,10/22/2011
5232,No GUI after Kubuntu 18.04 LTS upgrade from 17.10,13000.0,1answer,9,1029509, upgrade kubuntu 17.10 lightdm 18.04,4/29/2018
5233,Password not working in Graphical Applications (gksu)? Works with sudo,12000.0,2,8,48215, sudo gksu password,6/11/2011
5234,Apache not starting,82000.0,2,8,644970, server apache2 webserver,7/6/2015
5235,Is there an application to manage config files in the /etc directory with version control?,2000.0,1answer,8,279140, configuration git version-control etc,4/8/2013
5236,How can I install the latest version of libmtp?,21000.0,2,8,118478, android compiling mtp,4/3/2012
5237,Check hash (MD4 MD5 SHA-1 and CRC) on Ubuntu 12.04 and 12.10 [duplicate],24000.0,1answer,8,203604, md5sum hash,10/20/2012
5238,How to install ppa packages in an apt-get style,37000.0,5,8,16211, apt ppa add-apt-repository,12/4/2010
5239,Ubuntu 13.04 is unable to mount a disk drive from ex-windows system [duplicate],31000.0,3,7,313872, 13.04 partitioning disk,6/28/2013
5240,How to get Wifi working on Ubuntu 14.04 (Macbook Pro Retina 15 inch - 2014),40000.0,5,7,513425, wireless networking drivers ethernet macbook,8/19/2014
5241,Can't install qt-components-ubuntu because I'm using full release of QT 5.0.0,7000.0,3,7,236012, application-development ubuntu-touch qml,1/4/2013
5242,How do I Permanently configure the DNS server list in 16.04?,45000.0,2,7,820667, networking,9/4/2016
5243,Hide Grub menu and keystroke to reveal,13000.0,1answer,7,70875, boot grub2 shortcut-keys dual-boot,10/23/2011
5244,Why can't I move a window to the top left corner with wmctrl in Unity?,1000.0,1answer,7,739155, command-line unity window-manager xdotool wmctrl,2/25/2016
5245,nvidia backlight brightness problem,8000.0,7,7,935585, 16.04 nvidia xorg brightness backlight,7/12/2017
5246,How to change language of a specific application?,6000.0,4,7,79319, 11.10 language,11/14/2011
5247,How to open wubi's .disk files under windows?,22000.0,4,7,21264, windows wubi disk,1/12/2011
5248,What is used in the 12.10 full disk encryption?,8000.0,1answer,6,228444,12.1,12/12/2012
5249,How to launch an application in Unity?,1000.0,3,6,41208, unity,5/8/2011
5250,Fractional scaling Gnome 3.26/Ubuntu 17.10 [closed],12000.0,1answer,6,958261, gnome,9/22/2017
5251,How can I change the prompt of the terminal permanently,20000.0,1answer,6,152911, command-line prompt ps1,6/19/2012
5252,Unable to play MP3 or MP4 files in Rhythmbox or Movie Player,42000.0,2,6,332141, rhythmbox totem,8/13/2013
5253,How to increase the partition size of Ubuntu installed under Windows? [duplicate],28000.0,2,6,45158, wubi resize,5/25/2011
5254,Getting function keys working on Samsung RV510 notebook,14000.0,3,5,28017, keyboard shortcut-keys samsung function-keys,2/25/2011
5255,Record from VHS tapes,10000.0,1answer,5,150718, video video-editor video-conversion,6/14/2012
5256,Prevent monitor from losing signal after screen saver / lock activates,4000.0,1answer,5,696738, monitor lock-screen gnome-classic gnome-screensaver,11/11/2015
5257,How to decode the hash password in /etc/shadow,89000.0,4,5,383057, password,11/27/2013
5258,Is there a way to install Ubuntu on usb pendrive as normal instalation (not live cd)? [duplicate],27000.0,3,4,168957, usb-drive,7/27/2012
5259,CUPS service not working can't find any logs,14000.0,2,4,574420, printing 14.10,1/16/2015
5260,Update nvidia drivers with xorg-edgers ppa,36000.0,1answer,4,464354, nvidia 14.04 video-driver,5/11/2014
5261,How do I set up a PPPoE connection?,35000.0,3,4,83869, 11.10 network-manager internet pppoe,11/29/2011
5262,Install VirtualBox while keeping Secure Boot,14000.0,1answer,4,914997, virtualbox uefi secure-boot,5/14/2017
5263,Network Manager refusing to manage wired interfaces [duplicate],8000.0,1answer,4,838865, networking network-manager 16.10,10/18/2016
5264,Few application icons not appearing in Ubuntu Dock after upgrading to Ubuntu 17.10,2000.0,1answer,3,971388, 17.10 icons gnome-shell ubuntu-dock terminator,10/31/2017
5265,Enabling 7.1 audio passthru in 14.04 for Kodi,27000.0,2,3,585489, 14.04 sound kodi,2/14/2015
5266,What Packages/How Do I Uninstall Propriety AMD Catalyst Driver [duplicate],31000.0,1answer,3,160605, ati proprietary catalyst,7/6/2012
5267,Installing MATLAB 2016a onto ubuntu 16.04?,35000.0,2,3,823778, software-installation matlab,9/11/2016
5268,Intel graphic drivers for Ubuntu 14.04,39000.0,1answer,2,645080, drivers intel-graphics,7/6/2015
5269,Having problems seeing my wifi Ubuntu Gnome 16.04,4000.0,2,2,838131, drivers wireless bluetooth,10/17/2016
5270,USB wireless Netgear adapter,32000.0,2,2,568056, drivers wireless,1/2/2015
5271,Error 1962: no operating system found after installing 12.04 (Lenovo ThinkCentre),67000.0,10,1,141879, 12.04 boot grub2 lenovo,5/25/2012
5272,Suspend on lid close even with the option OFF,1000.0,1answer,1,425020, 12.04 laptop power-management suspend cinnamon,2/23/2014
5273,How can I fix ubuntu winboot wubildr.mbr missing error?,29000.0,1answer,0,342898, boot wubi,9/8/2013
5274,Dual boot problem Windows 8 & Ubuntu 12.04,4000.0,1answer,0,279275, dual-boot windows uefi boot-repair,4/8/2013
5275,What's lost+found and where did it come from?,18000.0,1answer,30,2115, filesystem fsck,8/13/2010
5276,Is it possible to customise the search engine buttons in GNOME Shell?,5000.0,2,22,67660, gnome gnome-shell search,10/16/2011
5277,Does the Ubuntu 13.04 disk image fit on a CD? [duplicate],30000.0,11,20,303083,13.04,6/2/2013
5278,Unable to do group video call and group screen share using Skype 4.3,16000.0,2,20,534186, skype,10/9/2014
5279,Why does my 'Caps Lock' diode blink when my system freezes?,9000.0,1answer,19,265996, kernel freeze,3/9/2013
5280,Adobe flash player not working with Amazon Prime,35000.0,10,17,145735, flash google-chrome,6/3/2012
5281,Unable to Install VirtualBox Due to Missing Kernel Module,52000.0,3,16,49059, 11.04 virtualbox kernel-modules pae,6/16/2011
5282,Dock settings missing in gnome-control-center after upgrade to Ubuntu 17.10,11000.0,4,15,967590, dock gnome-control-center ubuntu-dock,10/22/2017
5283,Will Ubuntu live cd/dvd work with no hard drive installed?,8000.0,3,14,104003, live-cd,2/14/2012
5284,How to take screenshot of indicator menus?,3000.0,3,14,126787, indicator screenshot,4/28/2012
5285,Will Sun's Java be available from Canonical's partner repository?,11000.0,5,14,64515, java minecraft openjdk,10/6/2011
5286,How can I get my monitor's maximum resolution without the proprietary AMD graphic driver installed?,9000.0,2,13,442851, ati graphics xorg display-resolution,4/3/2014
5287,Ubuntu 17.10 Keyboard not working after login following upgrade from 17.04 (Gnome version),14000.0,1answer,12,966799, upgrade keyboard 17.10,10/20/2017
5288,Installing Unity3d on Ubuntu 16.04,39000.0,5,12,774401,16.04,5/18/2016
5289,xcalib error - unsupported ramp size,5000.0,3,12,930084, display colors contrast xcalib,6/28/2017
5290,What virtualization software can I use?,11000.0,6,12,41407, 11.04 software-recommendation virtualization,5/9/2011
5291,How to permanently disable monitor power saver using the command line?,26000.0,4,12,61291, 11.04 command-line xorg power-management,9/13/2011
5292,USB device not accepting address,31000.0,5,12,117524, usb card-reader,3/31/2012
5293,system does not power off on poweroff just halts,22000.0,10,11,632591, shutdown,6/5/2015
5294,Is there a way to burn Ubuntu on a CD ROM? [duplicate],13000.0,6,11,272323, cd burning brasero,3/25/2013
5295,SSH Server stops working after reboot caused by missing /var/run/sshd,2000.0,2,11,1109934, 16.04 server ssh startup openvz,1/15/2019
5296,How do I un-install / remove a click package,3000.0,2,11,347879, ubuntu-touch click-packages,9/20/2013
5297,Is there a weather indicator? [duplicate],2000.0,1answer,11,21348, indicator,1/13/2011
5298,How can I watch Amazon Prime videos using Firefox on Ubuntu 16.04?,43000.0,4,10,818009, 16.04 firefox amazon,8/29/2016
5299,How do I whitelist Truecrypt to show in the indicator area?,10000.0,3,10,35076, indicator notification-area truecrypt,4/14/2011
